symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2015-10-06 00:00:00+00:00,241.46,243.03,235.58,240.0,5235897,241.46,243.03,235.58,240.0,5235897,0.0,1.0
TSLA,2015-10-07 00:00:00+00:00,231.96,237.7,229.12,236.63,6813959,231.96,237.7,229.12,236.63,6813959,0.0,1.0
TSLA,2015-10-08 00:00:00+00:00,226.72,230.72,221.31,230.08,6133216,226.72,230.72,221.31,230.08,6133216,0.0,1.0
TSLA,2015-10-09 00:00:00+00:00,220.69,224.37,218.36,220.93,6158370,220.69,224.37,218.36,220.93,6158370,0.0,1.0
TSLA,2015-10-12 00:00:00+00:00,215.58,223.0,215.27,222.99,3836303,215.58,223.0,215.27,222.99,3836303,0.0,1.0
TSLA,2015-10-13 00:00:00+00:00,219.25,222.522,211.13,213.28,5171535,219.25,222.522,211.13,213.28,5171535,0.0,1.0
TSLA,2015-10-14 00:00:00+00:00,216.88,220.95,215.43,220.67,3104446,216.88,220.95,215.43,220.67,3104446,0.0,1.0
TSLA,2015-10-15 00:00:00+00:00,221.31,221.73,213.7,216.43,2844233,221.31,221.73,213.7,216.43,2844233,0.0,1.0
TSLA,2015-10-16 00:00:00+00:00,227.01,230.4805,222.87,223.04,4334493,227.01,230.4805,222.87,223.04,4334493,0.0,1.0
TSLA,2015-10-19 00:00:00+00:00,228.1,231.15,224.94,226.5,2507895,228.1,231.15,224.94,226.5,2507895,0.0,1.0
TSLA,2015-10-20 00:00:00+00:00,213.03,228.6,202.0,227.72,14900047,213.03,228.6,202.0,227.72,14900047,0.0,1.0
TSLA,2015-10-21 00:00:00+00:00,210.09,214.81,208.8,211.99,4183471,210.09,214.81,208.8,211.99,4183471,0.0,1.0
TSLA,2015-10-22 00:00:00+00:00,211.72,215.75,209.4,211.56,2825159,211.72,215.75,209.4,211.56,2825159,0.0,1.0
TSLA,2015-10-23 00:00:00+00:00,209.09,215.35,207.69,215.0,4235462,209.09,215.35,207.69,215.0,4235462,0.0,1.0
TSLA,2015-10-26 00:00:00+00:00,215.26,215.88,210.0,211.38,3391438,215.26,215.88,210.0,211.38,3391438,0.0,1.0
TSLA,2015-10-27 00:00:00+00:00,210.35,217.1,207.51,214.84,3519449,210.35,217.1,207.51,214.84,3519449,0.0,1.0
TSLA,2015-10-28 00:00:00+00:00,212.96,213.45,208.3,211.31,2728593,212.96,213.45,208.3,211.31,2728593,0.0,1.0
TSLA,2015-10-29 00:00:00+00:00,211.63,213.7481,210.64,211.75,1805032,211.63,213.7481,210.64,211.75,1805032,0.0,1.0
TSLA,2015-10-30 00:00:00+00:00,206.93,211.63,203.89,210.4,4438901,206.93,211.63,203.89,210.4,4438901,0.0,1.0
TSLA,2015-11-02 00:00:00+00:00,213.79,215.8,207.22,208.92,3927944,213.79,215.8,207.22,208.92,3927944,0.0,1.0
TSLA,2015-11-03 00:00:00+00:00,208.35,214.44,207.75,213.85,8332486,208.35,214.44,207.75,213.85,8332486,0.0,1.0
TSLA,2015-11-04 00:00:00+00:00,231.63,232.74,225.2,227.0,12726366,231.63,232.74,225.2,227.0,12726366,0.0,1.0
TSLA,2015-11-05 00:00:00+00:00,231.77,234.5843,229.19,230.58,4496843,231.77,234.5843,229.19,230.58,4496843,0.0,1.0
TSLA,2015-11-06 00:00:00+00:00,232.36,233.359,229.5,230.7,2445293,232.36,233.359,229.5,230.7,2445293,0.0,1.0
TSLA,2015-11-09 00:00:00+00:00,225.33,232.99,224.31,232.99,3850860,225.33,232.99,224.31,232.99,3850860,0.0,1.0
TSLA,2015-11-10 00:00:00+00:00,216.5,223.7,216.08,223.48,4617007,216.5,223.7,216.08,223.48,4617007,0.0,1.0
TSLA,2015-11-11 00:00:00+00:00,219.08,219.48,213.63,217.77,3347806,219.08,219.48,213.63,217.77,3347806,0.0,1.0
TSLA,2015-11-12 00:00:00+00:00,212.94,219.0,212.66,217.85,2915900,212.94,219.0,212.66,217.85,2915900,0.0,1.0
TSLA,2015-11-13 00:00:00+00:00,207.19,212.99,206.52,212.95,3430327,207.19,212.99,206.52,212.95,3430327,0.0,1.0
TSLA,2015-11-16 00:00:00+00:00,214.31,214.98,205.8,206.09,2925395,214.31,214.98,205.8,206.09,2925395,0.0,1.0
TSLA,2015-11-17 00:00:00+00:00,214.0,216.0,211.4,215.2,2148326,214.0,216.0,211.4,215.2,2148326,0.0,1.0
TSLA,2015-11-18 00:00:00+00:00,221.07,221.38,212.52,214.5,2811900,221.07,221.38,212.52,214.5,2811900,0.0,1.0
TSLA,2015-11-19 00:00:00+00:00,221.8,226.19,220.3,220.54,2504375,221.8,226.19,220.3,220.54,2504375,0.0,1.0
TSLA,2015-11-20 00:00:00+00:00,220.01,225.0,213.58,223.49,4400722,220.01,225.0,213.58,223.49,4400722,0.0,1.0
TSLA,2015-11-23 00:00:00+00:00,217.75,219.18,214.6798,217.35,2526199,217.75,219.18,214.6798,217.35,2526199,0.0,1.0
